meal breaking fast in Ramadan, breakfast	الإفطار	17	n
rolled dried apricots, or a drink or pudding made from them	قَمَر الدّين	17	n
cafe	مَقهَى	17	n
cafes	مقاهٍ / المقاهي	17	y
to get up	قامَ ، يَقوم ، القِيام	17	n
a kind of Middle Eastern pastry	الكُنافة	17	n
to undertake, assume (a task or position)	تَوَلّى ، يَتَولّى ، التَّوَلّي	17	n
chapter (of the Quran)	سورة	17	n
chapters (of the Quran)	سُوَر	17	y
verse	آية	17	n
verses	آيات	17	y
I worship	أعبُد	17	n
to believe	آمَن ، يُؤمِن ، الإيمان	17	n
fasting, to fast	الصِّيام	17	n
to think about	فَكَّر في ، يُفَكِّر في ، التَّفكير	17	n
it was written (as law)	كُتِبَ	17	n
ease	اليُسر	17	n
hardship	العُسر	17	n
preposition	حرف جَر	17	n
bald (m., pl.)	أَصْلَع ، صُلع	18	n
blind (m., f., pl.)	أَعْمى ، عَمْياء ، عُمي	18	n
to design	صَمَّمَ	18	n
engine	مُحَرِّك	18	n
mail, post	بَريد	18	n
card	بِطاقة	18	n
cards	-ات	18	y
part (of)	(جُزء	18	n
parts (of)	أَجزاء  (مِن	18	y
real, actual, true	حَقيقِيّ	18	n
real, actual, true (pl)	-ون	18	y
dream	حُلم	18	n
dreams	أَحلام	18	y
different	مُختَلِف	18	n
different (pl)	-ون	18	y
morals	(أَخلاق  (جمع	18	n
smart, intelligent	ذَكِيّ	18	n
smart, intelligent (pl)	أَذكِياء	18	y
perhaps, maybe	رُبَّما	18	n
to welcome	رَحَّبَ بِ ، يُرَحِّب بِ ، التَرحيب بِ	18	n
young man	شابّ	18	n
young men	شَباب / شُبّان	18	y
youth	الشَباب	18	n
to occupy, preoccupy	شَغَلَ ، يَشْغَل ، الشُّغل	18	n
form, shape	شَكْل	18	n
forms, shapes	أَشكال	18	y
friendship	صَداقة	18	n
friendships	-ات	18	y
to consider	اِعتَبَرَ ، يَعْتَبِر ، الاِعتِبار	18	n
meaning	مَعنى	18	n
meanings	المعاني / معانٍ	18	y
idea, thought	فِكْرة	18	n
ideas, thoughts	أَفكار	18	y
superior, outstanding	مُتَفَوِّق	18	n
superior, outstanding (pl)	-ون	18	y
to hint that	لَمَّحَ إلى أنّ ، يُلَمِّح ، التَّلميح	18	n
important	مُهِمّ	18	n
important (pl)	-ون	18	y
the important thing (is)	المُهِمّ هو	18	n
body	الجِسم	18	n
head	الرَأس	18	n
hair	الشَعْر	18	n
eye	العَيْن	18	n
tongue	اللِسان	18	n
hand	اليَد	18	n
heart	القَلْب	18	n
stomach	البَطْن	18	n
blood	الدَم	18	n
leg	الرِجْل	18	n
brown	بُنّيّ / ة	18	n
purple	بَنَفْسَجيّ / ة	18	n
pink	زَهريّ / ة	18	n
grey	رَماديّ / ة	18	n
gold	ذَهَبيّ / ة	18	n
silver	فِضّيّ / ة	18	n
blue (m., f., pl.)	أزرَق ، زَرقاء ، زُرق	18	n
red (m., f., pl.)	أَحمَر ، حَمراء ، حُمر	18	n
white (m., f., pl.)	أَبيَض ، بَيضاء ، بيض	18	n
black (m., f., pl.)	أَسود ، سَوداء ، سود	18	n
green (m., f., pl.)	أَخضَر ، خَضراء ، خُضر	18	n
yellow (m., f., pl.)	أَصفَر ، صَفراء ، صُفر	18	n
dark-complexioned  (m., f., pl.)	أَسْمَر ، سَمْراء ، سُمر	18	n
blond, fair-complexioned  (m., f., pl.)	أَشْقَر ، شَقْراء ، شُقر	18	n
grey / white haired (m., f., pl.)	أَشْيَب ، شَيْباء ، شيب	18	n
(piece of) advice	نَصيحة	19	n
(pieces of) advice	نَصائِح	19	y
to stop	تَوَقَّفَ عن ، يَتَوَقَّف عن ، التَوَقُّف عن	19	n
gift, present	هَدِيّة	19	n
gifts, presents	هَدايا	19	y
clouds	الغُيوم	19	n
father	أَب	19	n
fathers	آباء	19	y
to resume	اِستَأنَفَ ، يَستَأنِف ، الاِستِئناف	19	n
so as to	حَتّى + المضارع المنصوب	19	n
to choose	اِختارَ ، يَختار ، الاِختِيار	19	n
arrangement	تَرتيب	19	n
arrangements	تَرتيبات	19	y
behavior, way of acting	سُلوك	19	n
act, action (of behavior)	تَصَرُّف	19	n
acts, actions (of behavior)	تَصَرُّفات	19	y
necessary	ضَروريّ	19	n
child	طِفل / ة	19	n
children	أَطفال	19	y
to ask of (someone to)	طَلَبَ من أنْ ، يطلُب من أنْ ، الطَّلَب من أنْ	19	n
to be or remain absent	غابَ عن ، يَغيب عن ، الغِياب عن	19	n
to meet (someone)	قابَلَ ، يُقابِل ، المُقابَلة	19	n
interview	مُقابَلة	19	n
interviews	مُقابَلات	19	y
to mean, intend	قَصَدَ ، يَقصِد ، القَصد	19	n
as if	كَأَنّ + جملة اسمية	19	n
to pass (by), drop by	مَرَّ بِ ، يَمُرّ بِ ، المُرور بِ	19	n
those	هؤُلاء	19	n
stereotypes	النَمَطية	19	n
championship	بُطولة	19	n
novel	رِواية	19	n
novels	-ات	19	y
writer	كاتِب	19	n
writers	كُتّاب	19	y
Christmas	عيد الميلاد	19	n
as, just as	كما	19	n
like, as	كَ	19	n
like	مِثل	19	n
it was taken (passive)	أُخِذَتْ	20	n
thousand	أَلْف	20	n
thousands	آلاف	20	y
human being, (plural) people	إنْسان	20	n
human beings, (plural) people	ناس	20	y
to be completed	تَمَّ ، يَتِمّ + المصدر	20	n
to run	جَرى ، يَجري ، الجَري	20	n
passport	جَواز سَفَر	20	n
passports	جوازات سفر	20	y
to talk, speak about	تَحَدَّثَ عن ، يَتَحَدَّث عن ، الحَديث عن	20	n
how beautiful ... is!	!... ما أَحْلى	20	n
to carry	حَمَلَ ، يَحْمِل ، الحَمْل	20	n
the world, this world	الدُّنيا	20	n
correct, true	صَحيح	20	n
to disperse, scatter	تفَرَّقَ ، يَتَفَرَّق ، التَفَرُّق	20	n
Jerusalem	القُدس	20	n
to grow up	نَشَأ ، يَنشأ ، النَّشأة	20	n
to emigrate; migrate	هاجَرَ ، يُهاجِر ، الهِجرة	20	n
homeland	وَطَن	20	n
homelands	أَوطان	20	y
date	تاريخ	20	n
dates	تَواريخ	20	y
100	مِئة	20	n
province	مُحافَظة	20	n
provinces	-ات	20	y
to rule	حَكَمَ ، يَحكُم ، الحُكم	20	n
government	حُكومة	20	n
governments	-ات	20	y
independent	مُستَقِلّ	20	n
mandate	اِنتِداب	20	n
war	حَرب	20	n
deanship	عِمادة	20	n
paragraph	فِقرة	20	n
valid	صالِح	20	n
200	مئتان / مئتيْن	20	n
