to talk, speak about|تَحَدَّثَ عن ، يَتَحَدَّث عن ، الحَديث عن|20
how beautiful ... is!|!... ما أَحْلى|20
to carry|حَمَلَ ، يَحْمِل ، الحَمْل|20
the world, this world|الدُّنيا|20
correct, true|صَحيح|20
to disperse, scatter|تفَرَّقَ ، يَتَفَرَّق ، التَفَرُّق|20
Jerusalem|القُدس|20
to grow up|نَشَأ ، يَنشأ ، النَّشأة|20
to emigrate; migrate|هاجَرَ ، يُهاجِر ، الهِجرة|20
homeland|وَطَن ج. أَوطان|20
date|تاريخ ج. تَواريخ|20
100|مِئة|20
province|مُحافَظة ج. -ات|20
to rule|حَكَمَ ، يَحكُم ، الحُكم|20
government|حُكومة ج. -ات|20
independent|مُستَقِلّ|20
mandate|اِنتِداب|20
war|حَرب|20
deanship|عِمادة|20
paragraph|فِقرة|20
valid|صالِح|20
200|مئتان / مئتيْن|20
